product_id,product_name,category,brand,price,avg_rating_overall,rating_30d,total_risk_reviews,top_pain_points,action_required
P001054,Orion Rate,Groceries,Orion,24.61,3.57,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001058,Nimbus Raise,Home & Kitchen,Nimbus,98.25,4.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000622,GreenLeaf Call,Electronics,GreenLeaf,865.55,3.8,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001060,Zenith Structure,Home & Kitchen,Zenith,307.27,3.5,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001064,Zenith Enter,Automotive,Zenith,260.64,3.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001065,Zenith Way,Toys,Zenith,51.94,3.29,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001066,Nimbus Time,Home & Kitchen,Nimbus,154.29,3.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001067,GreenLeaf More,Sports,GreenLeaf,98.53,3.83,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000618,Harbor Race,Clothing,Harbor,182.11,4.5,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000939,Zenith Now,Pet Supplies,Zenith,42.57,3.43,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000695,Harbor Action,Beauty,Harbor,35.1,3.6,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000934,Orion Network,Pet Supplies,Orion,24.37,3.7,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000838,Nimbus These,Clothing,Nimbus,57.65,3.6,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000752,Pulse Act,Groceries,Pulse,3.57,3.8,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000821,Acme Traditional,Clothing,Acme,166.22,2.91,1.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000823,Harbor Today,Clothing,Harbor,247.47,4.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000749,GreenLeaf Authority,Electronics,GreenLeaf,254.08,3.29,2.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000825,Harbor National,Clothing,Harbor,23.92,3.92,5.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000748,Willow Remain,Clothing,Willow,128.37,3.5,5.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000827,Willow Cell,Books,Willow,52.53,3.77,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000829,Harbor Art,Beauty,Harbor,111.06,3.78,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000831,Zenith Strong,Pet Supplies,Zenith,24.43,2.67,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000746,Pulse Bad,Toys,Pulse,71.01,3.25,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000833,Acme Option,Home & Kitchen,Acme,63.08,5.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000834,Zenith Need,Electronics,Zenith,479.8,3.6,4.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000743,Harbor Fill,Electronics,Harbor,270.47,3.33,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000839,Harbor Simple,Books,Harbor,67.27,4.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000933,Pulse Attention,Sports,Pulse,167.45,4.29,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000841,Pulse Daughter,Pet Supplies,Pulse,34.32,3.57,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000842,NeoTech Who,Home & Kitchen,NeoTech,239.55,3.8,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000741,Nimbus For,Electronics,Nimbus,704.46,4.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000844,NeoTech Second,Toys,NeoTech,31.98,5.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000847,Acme Year,Home & Kitchen,Acme,165.89,3.86,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000848,Astra Finally,Clothing,Astra,97.68,4.17,3.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000849,Zenith Road,Automotive,Zenith,157.67,3.2,4.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000850,GreenLeaf Mean,Clothing,GreenLeaf,60.83,2.71,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000738,Nimbus State,Sports,Nimbus,121.64,3.4,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000852,Pulse Two,Automotive,Pulse,18.23,4.25,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000735,Nimbus City,Automotive,Nimbus,639.96,4.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000855,Acme Room,Sports,Acme,366.84,3.71,3.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000733,Nimbus Check,Beauty,Nimbus,97.69,3.67,2.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000818,Willow Indicate,Books,Willow,42.15,3.0,4.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000754,Acme Information,Electronics,Acme,1511.11,4.14,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000815,Willow Leader,Home & Kitchen,Willow,408.71,3.56,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000814,Solace Song,Electronics,Solace,680.15,3.71,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000775,Everest Real,Clothing,Everest,69.1,3.56,5.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000776,Pulse Study,Clothing,Pulse,41.51,3.56,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000777,NeoTech Eye,Pet Supplies,NeoTech,27.19,3.5,3.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000770,Nimbus Size,Pet Supplies,Nimbus,155.4,3.89,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000769,Orion Above,Electronics,Orion,775.52,4.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000781,Pulse Bad,Pet Supplies,Pulse,94.61,4.11,4.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000783,Acme View,Automotive,Acme,134.24,3.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000784,Harbor Bar,Toys,Harbor,49.7,4.29,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000785,Orion Down,Toys,Orion,111.12,4.17,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000786,Solace Environmental,Books,Solace,13.24,4.33,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000767,Everest Family,Automotive,Everest,327.68,3.46,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000792,Zenith Might,Sports,Zenith,228.3,3.25,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000793,Willow Agree,Clothing,Willow,168.0,4.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000795,GreenLeaf News,Books,GreenLeaf,44.55,4.2,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000796,Acme Bank,Beauty,Acme,26.1,3.67,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000760,Zenith North,Beauty,Zenith,20.41,3.75,5.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000759,Acme Gun,Home & Kitchen,Acme,153.06,3.86,3.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000799,Willow Prove,Automotive,Willow,434.67,3.88,3.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000800,Acme Whom,Pet Supplies,Acme,24.98,3.12,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000801,Everest Voice,Pet Supplies,Everest,31.7,3.25,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000802,Orion Stand,Clothing,Orion,173.34,4.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000804,Harbor Crime,Toys,Harbor,72.33,3.6,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000805,Nimbus Standard,Beauty,Nimbus,35.08,4.2,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000806,Willow Religious,Electronics,Willow,484.18,2.75,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000807,Nimbus Financial,Electronics,Nimbus,1205.1,3.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000808,Astra Herself,Clothing,Astra,125.02,3.33,5.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000809,GreenLeaf Carry,Clothing,GreenLeaf,232.34,3.6,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000810,Willow Walk,Pet Supplies,Willow,58.46,3.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000858,Harbor City,Clothing,Harbor,185.03,3.38,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000730,Everest Miss,Automotive,Everest,570.57,3.83,4.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000728,Solace Around,Beauty,Solace,34.0,4.33,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000897,GreenLeaf Fight,Pet Supplies,GreenLeaf,56.26,4.17,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000899,Willow Including,Beauty,Willow,97.78,3.67,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000712,GreenLeaf Window,Clothing,GreenLeaf,97.46,3.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000902,GreenLeaf Card,Pet Supplies,GreenLeaf,42.91,3.71,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000904,Nimbus Environment,Toys,Nimbus,47.08,5.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000906,Acme Happy,Beauty,Acme,26.49,3.86,4.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000710,Zenith Too,Sports,Zenith,110.33,3.38,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000709,Everest Unit,Sports,Everest,142.68,3.71,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000909,Orion Head,Pet Supplies,Orion,72.71,4.0,4.5,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000911,Solace Bit,Books,Solace,72.0,3.71,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000912,Pulse Manage,Automotive,Pulse,189.79,3.6,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000915,Solace Subject,Home & Kitchen,Solace,231.62,4.2,5.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000916,Acme Radio,Sports,Acme,81.74,4.33,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000704,NeoTech Girl,Home & Kitchen,NeoTech,194.49,3.82,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000919,Willow Value,Toys,Willow,33.99,4.25,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000703,Everest It,Beauty,Everest,26.39,2.5,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000702,GreenLeaf Condition,Electronics,GreenLeaf,667.59,3.4,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000922,Pulse Goal,Home & Kitchen,Pulse,140.3,3.33,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000923,NeoTech Change,Groceries,NeoTech,6.52,3.4,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000701,Astra My,Home & Kitchen,Astra,349.01,3.75,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000925,Harbor Size,Books,Harbor,19.35,3.5,3.5,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000926,Zenith He,Home & Kitchen,Zenith,19.4,3.5,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000927,NeoTech Bring,Electronics,NeoTech,1206.17,3.33,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000700,GreenLeaf Century,Clothing,GreenLeaf,186.13,3.44,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000929,Nimbus Learn,Beauty,Nimbus,69.43,3.89,3.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000699,Nimbus Politics,Home & Kitchen,Nimbus,204.47,3.88,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000931,Willow Production,Automotive,Willow,273.71,4.17,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000932,Astra Last,Pet Supplies,Astra,96.95,3.89,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000898,Zenith Although,Sports,Zenith,116.26,3.67,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000862,NeoTech Standard,Sports,NeoTech,119.52,3.33,2.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000895,Harbor Risk,Groceries,Harbor,34.1,3.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000727,Pulse Miss,Beauty,Pulse,133.58,3.57,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000864,NeoTech Decide,Clothing,NeoTech,168.44,4.0,4.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000865,GreenLeaf Image,Sports,GreenLeaf,158.06,4.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000726,NeoTech Production,Clothing,NeoTech,109.92,4.4,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000724,Zenith Forget,Groceries,Zenith,20.92,4.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000869,Harbor Nature,Sports,Harbor,146.17,3.5,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000723,Astra Move,Electronics,Astra,244.36,3.4,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000871,Solace Job,Toys,Solace,15.04,3.57,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000873,Harbor Television,Home & Kitchen,Harbor,94.58,3.67,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000874,Acme American,Electronics,Acme,725.63,4.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000721,GreenLeaf Measure,Toys,GreenLeaf,52.92,4.14,4.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000720,GreenLeaf Charge,Home & Kitchen,GreenLeaf,293.24,3.67,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000719,NeoTech Network,Beauty,NeoTech,134.95,3.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000879,GreenLeaf Couple,Home & Kitchen,GreenLeaf,134.17,3.75,3.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000880,Harbor Gas,Sports,Harbor,401.23,3.78,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000881,GreenLeaf It,Home & Kitchen,GreenLeaf,441.04,3.2,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000882,Nimbus Somebody,Sports,Nimbus,215.65,3.55,5.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000883,Astra Find,Sports,Astra,139.02,3.78,5.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000884,Willow Nation,Pet Supplies,Willow,15.29,3.91,5.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000885,Nimbus Whose,Automotive,Nimbus,606.7,3.4,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000718,Solace Through,Automotive,Solace,384.4,4.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000887,Acme Democratic,Automotive,Acme,670.63,3.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000888,Orion Instead,Home & Kitchen,Orion,29.52,3.14,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000889,Nimbus Nice,Groceries,Nimbus,9.1,2.71,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000716,Acme Factor,Electronics,Acme,273.91,3.5,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000891,NeoTech Direction,Groceries,NeoTech,29.68,3.42,4.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000714,Everest Economic,Groceries,Everest,22.55,2.9,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000894,Zenith Baby,Groceries,Zenith,36.53,4.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001120,Nimbus Lose,Toys,Nimbus,92.24,4.11,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001121,Orion Occur,Electronics,Orion,1003.65,3.0,5.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001122,Nimbus At,Beauty,Nimbus,13.85,3.57,2.5,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001363,GreenLeaf Last,Pet Supplies,GreenLeaf,13.6,3.33,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000453,Everest Various,Home & Kitchen,Everest,17.06,3.67,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001345,Nimbus List,Pet Supplies,Nimbus,114.32,3.78,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001346,Everest Also,Electronics,Everest,921.0,3.75,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000449,GreenLeaf Left,Groceries,GreenLeaf,18.64,4.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001351,GreenLeaf Billion,Pet Supplies,GreenLeaf,40.72,3.86,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000447,Astra Shake,Beauty,Astra,127.26,4.5,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001353,Orion Wrong,Automotive,Orion,631.36,4.12,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001355,Harbor Where,Toys,Harbor,62.74,3.67,3.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001356,Zenith Center,Toys,Zenith,48.15,3.29,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001358,Orion Film,Books,Orion,54.48,3.71,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000442,Everest Than,Home & Kitchen,Everest,353.65,3.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000440,Solace Think,Beauty,Solace,10.76,3.83,3.67,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000476,Harbor Much,Automotive,Harbor,133.02,3.29,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001365,Willow Store,Beauty,Willow,46.5,3.67,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001367,Orion Theory,Sports,Orion,283.47,3.8,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000435,Astra Least,Books,Astra,115.46,3.29,5.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001369,Harbor Movement,Automotive,Harbor,213.25,3.8,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001371,Acme Student,Sports,Acme,173.25,3.8,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001372,Everest Summer,Beauty,Everest,82.39,3.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001374,Orion Particularly,Clothing,Orion,92.28,3.67,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001375,Astra Owner,Electronics,Astra,1993.95,4.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001376,Harbor Few,Pet Supplies,Harbor,63.96,3.17,3.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001379,Willow Pressure,Home & Kitchen,Willow,61.86,4.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001380,Harbor Free,Clothing,Harbor,113.22,3.57,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001381,Solace Evening,Books,Solace,43.13,3.36,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000429,Harbor Hear,Groceries,Harbor,39.0,3.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000427,NeoTech Pick,Pet Supplies,NeoTech,37.84,3.25,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001343,GreenLeaf Just,Home & Kitchen,GreenLeaf,326.01,3.4,3.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001342,Orion Young,Beauty,Orion,34.69,4.0,3.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001341,Harbor Visit,Automotive,Harbor,741.92,4.17,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000454,Solace Different,Home & Kitchen,Solace,231.49,3.29,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001301,Astra Without,Clothing,Astra,114.51,3.33,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001302,Astra Establish,Sports,Astra,13.29,3.0,3.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001305,Nimbus Drug,Automotive,Nimbus,864.19,4.2,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000473,Nimbus Whose,Books,Nimbus,22.53,2.8,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000472,Pulse From,Toys,Pulse,40.79,3.5,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001309,Solace Most,Toys,Solace,52.93,3.36,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001311,Zenith Argue,Toys,Zenith,46.89,4.11,5.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001312,Harbor Group,Sports,Harbor,208.6,3.5,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000467,Orion Debate,Electronics,Orion,712.19,3.56,3.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000466,Nimbus Congress,Clothing,Nimbus,76.15,3.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001316,Nimbus Run,Electronics,Nimbus,1077.43,3.83,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001317,Everest System,Home & Kitchen,Everest,13.72,4.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001320,Pulse Five,Electronics,Pulse,828.09,3.5,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001321,Willow Data,Sports,Willow,27.24,3.57,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000463,Willow Plant,Sports,Willow,18.57,3.5,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001325,Willow Fill,Groceries,Willow,13.34,3.8,4.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001326,GreenLeaf Interview,Clothing,GreenLeaf,61.39,3.56,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001327,Acme Process,Groceries,Acme,3.61,3.67,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000460,Orion Final,Groceries,Orion,20.56,3.86,2.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000457,Pulse Boy,Sports,Pulse,33.0,3.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001332,Orion Moment,Books,Orion,27.08,3.75,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001333,Nimbus Black,Books,Nimbus,25.77,2.75,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001335,Solace Including,Home & Kitchen,Solace,386.33,4.25,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001337,NeoTech Occur,Toys,NeoTech,84.48,3.86,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000455,NeoTech Nearly,Clothing,NeoTech,65.06,3.5,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001339,Orion Break,Automotive,Orion,535.69,3.8,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000426,Nimbus Gun,Home & Kitchen,Nimbus,244.16,4.33,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000425,GreenLeaf Land,Home & Kitchen,GreenLeaf,126.93,2.67,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000771,Solace Somebody,Pet Supplies,Solace,31.43,4.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001429,Acme Blood,Groceries,Acme,17.5,3.8,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001431,Pulse Guy,Sports,Pulse,243.43,4.25,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001432,Nimbus Camera,Automotive,Nimbus,344.62,3.12,2.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000393,Willow Behind,Beauty,Willow,79.35,3.86,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001434,Harbor Together,Automotive,Harbor,669.84,3.33,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001435,Harbor Eye,Books,Harbor,36.92,3.78,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001436,Zenith Argue,Toys,Zenith,63.88,3.4,3.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001438,Zenith Word,Home & Kitchen,Zenith,417.75,3.14,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000387,Acme Store,Automotive,Acme,435.72,2.75,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001442,Harbor Statement,Groceries,Harbor,6.07,3.25,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001443,Pulse Scene,Books,Pulse,28.43,4.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001445,GreenLeaf Project,Beauty,GreenLeaf,118.11,3.33,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001446,Harbor Mother,Toys,Harbor,40.8,4.25,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001447,Acme May,Beauty,Acme,26.07,3.43,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000385,Willow Mouth,Electronics,Willow,756.87,4.17,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000382,Astra Understand,Automotive,Astra,466.25,3.67,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000381,Solace Chance,Sports,Solace,177.64,4.14,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000380,Solace Social,Home & Kitchen,Solace,148.33,3.56,3.5,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000379,Astra Present,Groceries,Astra,12.81,3.75,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001453,Nimbus Or,Home & Kitchen,Nimbus,189.88,3.33,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001455,Pulse Natural,Home & Kitchen,Pulse,91.33,4.67,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001456,Willow Service,Sports,Willow,77.63,3.3,3.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001457,GreenLeaf Study,Sports,GreenLeaf,58.83,3.6,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001458,NeoTech Leader,Automotive,NeoTech,29.08,4.5,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001459,Harbor Much,Pet Supplies,Harbor,30.01,3.7,4.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001462,Zenith Happy,Electronics,Zenith,951.69,3.29,4.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
