product_id,product_name,category,brand,price,avg_rating_overall,rating_30d,rating_45d,rating_60d,total_risk_reviews,top_pain_points
P000163,GreenLeaf Simply,Beauty,GreenLeaf,31.44,3.3,4.0,4.0,4.0,1,"arrived, damaged"
P000612,Nimbus Successful,Pet Supplies,Nimbus,92.36,4.11,1.0,1.0,1.0,1,"arrived, damaged"
P000615,NeoTech Stuff,Home & Kitchen,NeoTech,93.1,3.43,,,,1,"arrived, damaged"
P000156,Harbor Difference,Books,Harbor,51.52,3.5,,,,1,"arrived, damaged"
P000617,Astra Free,Beauty,Astra,45.28,2.5,,,,1,"arrived, damaged"
P000619,GreenLeaf Idea,Electronics,GreenLeaf,279.09,3.9,,,,1,"arrived, damaged"
P000620,Orion Consider,Groceries,Orion,9.49,4.0,,,,1,"expected, quality, poor"
P000621,Astra Daughter,Toys,Astra,7.92,3.46,3.5,3.5,3.5,1,"expected, quality, poor"
P000623,Pulse Pass,Books,Pulse,52.95,2.6,,,,1,"expected, quality, poor"
P000624,Harbor Defense,Groceries,Harbor,29.41,3.57,,5.0,5.0,1,"expected, quality, poor"
P000625,Acme Pass,Toys,Acme,142.94,3.75,,,,1,"arrived, damaged"
P000627,Pulse Claim,Toys,Pulse,45.74,2.83,,,,1,"expected, quality, poor"
P000630,Harbor Audience,Pet Supplies,Harbor,104.55,4.0,,,,1,"arrived, damaged"
P000632,Solace Show,Automotive,Solace,874.11,3.25,4.0,4.0,4.0,1,"expected, quality, poor"
P000146,Astra Policy,Toys,Astra,15.85,3.67,,,,1,"expected, quality, poor"
P000144,GreenLeaf Interview,Automotive,GreenLeaf,224.43,3.42,,,,1,"expected, quality, poor"
P000143,Astra Pressure,Home & Kitchen,Astra,96.76,3.69,4.0,4.0,4.0,1,"arrived, damaged"
P000637,Nimbus Everything,Pet Supplies,Nimbus,4.87,3.2,5.0,5.0,3.5,1,"arrived, damaged"
P000638,Everest Beautiful,Toys,Everest,76.4,3.5,,,,1,"arrived, damaged"
P000141,Harbor Since,Automotive,Harbor,332.57,3.56,,,,1,"arrived, damaged"
P000230,Astra Well,Clothing,Astra,174.94,3.67,,,,1,"arrived, damaged"
P000233,Zenith Might,Sports,Zenith,173.94,3.56,,2.0,2.0,1,"expected, quality, poor"
P000530,NeoTech Close,Sports,NeoTech,182.23,3.2,,,,1,"arrived, damaged"
P000336,Acme Outside,Clothing,Acme,121.89,2.75,,,,1,"expected, quality, poor"
P000430,GreenLeaf Own,Groceries,GreenLeaf,5.35,4.0,,,,1,"arrived, damaged"
P000431,Zenith Skin,Books,Zenith,27.08,4.4,5.0,5.0,4.67,1,"expected, quality, poor"
P000331,Everest Million,Sports,Everest,112.6,3.82,2.0,2.0,2.0,1,"arrived, damaged"
P000432,Harbor Develop,Pet Supplies,Harbor,58.1,3.5,,,,1,"expected, quality, poor"
P000433,NeoTech Ask,Pet Supplies,NeoTech,5.28,3.6,2.0,2.0,2.0,1,"arrived, damaged"
P000436,GreenLeaf Student,Books,GreenLeaf,29.24,3.0,,,,1,"expected, quality, poor"
P000325,Solace Down,Sports,Solace,114.24,3.4,3.0,3.0,3.0,1,"expected, quality, poor"
P000324,Harbor Visit,Toys,Harbor,60.11,3.42,1.0,2.5,2.5,1,"expected, quality, poor"
P000438,Orion Pm,Home & Kitchen,Orion,167.79,3.83,,,4.0,1,"expected, quality, poor"
P000323,Orion Speech,Electronics,Orion,694.32,3.5,,,,1,"expected, quality, poor"
P000441,Nimbus Significant,Sports,Nimbus,105.75,3.78,,,,1,"expected, quality, poor"
P000444,Everest Opportunity,Groceries,Everest,28.92,3.44,3.0,3.0,3.0,1,"expected, quality, poor"
P000445,Willow Sit,Pet Supplies,Willow,11.9,3.17,,,3.0,1,"arrived, damaged"
P000451,Solace Camera,Electronics,Solace,228.61,4.0,,,4.0,1,"expected, quality, poor"
P000314,Everest According,Books,Everest,79.29,3.2,,,4.0,1,"expected, quality, poor"
P000313,Orion Tonight,Books,Orion,70.39,3.64,4.0,4.0,4.0,1,"arrived, damaged"
P000456,Zenith Building,Pet Supplies,Zenith,24.35,3.83,,,,1,"expected, quality, poor"
P000306,Everest Air,Sports,Everest,199.78,3.67,,,,1,"expected, quality, poor"
P000305,Everest Scientist,Home & Kitchen,Everest,295.31,2.86,,,,1,"arrived, damaged"
P000459,Nimbus Next,Toys,Nimbus,74.6,2.62,,,,1,"arrived, damaged"
P000303,Willow Note,Electronics,Willow,1535.55,3.78,,,,1,"arrived, damaged"
P000335,NeoTech Cost,Beauty,NeoTech,93.49,3.5,,,,1,"expected, quality, poor"
P000422,Everest Fire,Clothing,Everest,257.15,3.54,,,,1,"arrived, damaged"
P000236,NeoTech Process,Pet Supplies,NeoTech,42.76,3.73,2.0,2.0,2.0,1,"expected, quality, poor"
P000338,Everest Nor,Books,Everest,16.48,3.43,4.0,4.0,3.5,1,"expected, quality, poor"
P000372,Solace Particular,Pet Supplies,Solace,100.33,3.5,3.0,3.0,3.0,1,"expected, quality, poor"
P000376,Zenith Color,Automotive,Zenith,549.81,3.22,,,,1,"expected, quality, poor"
P000377,GreenLeaf Eat,Toys,GreenLeaf,95.77,3.25,2.67,2.67,2.67,1,"expected, quality, poor"
P000367,Willow West,Books,Willow,38.32,3.17,,,,1,"expected, quality, poor"
P000386,Pulse Born,Automotive,Pulse,495.1,3.6,,,,1,"expected, quality, poor"
P000388,GreenLeaf Discover,Clothing,GreenLeaf,252.09,3.56,3.0,3.0,3.0,1,"arrived, damaged"
P000390,Acme Coach,Groceries,Acme,24.1,3.8,2.0,2.0,2.0,1,"expected, quality, poor"
P000391,Nimbus Establish,Home & Kitchen,Nimbus,74.41,3.64,,4.0,4.33,1,"expected, quality, poor"
P000355,Orion Whatever,Electronics,Orion,577.93,3.67,,,,1,"expected, quality, poor"
P000395,Harbor Opportunity,Books,Harbor,56.04,3.44,,4.0,4.0,1,"arrived, damaged"
P000396,Willow Result,Pet Supplies,Willow,6.95,3.89,5.0,5.0,5.0,1,"expected, quality, poor"
P000398,Nimbus Mr,Pet Supplies,Nimbus,108.65,4.0,,,,1,"arrived, damaged"
P000401,Astra Discuss,Automotive,Astra,291.84,3.56,,,5.0,1,"arrived, damaged"
P000343,Acme Others,Home & Kitchen,Acme,75.19,3.44,,,,1,"expected, quality, poor"
P000342,Nimbus Cell,Sports,Nimbus,90.57,3.5,,,,1,"expected, quality, poor"
P000407,Acme Improve,Toys,Acme,18.79,2.89,4.0,4.0,4.0,1,"expected, quality, poor"
P000410,Nimbus Surface,Beauty,Nimbus,83.41,3.67,,,,1,"arrived, damaged"
P000411,Acme Common,Pet Supplies,Acme,50.96,3.67,3.0,3.0,4.0,1,"expected, quality, poor"
P000413,Solace Follow,Beauty,Solace,6.79,4.0,,,5.0,1,"expected, quality, poor"
P000340,Zenith Life,Groceries,Zenith,20.74,3.77,4.0,4.0,4.0,1,"expected, quality, poor"
P000416,Nimbus Only,Home & Kitchen,Nimbus,54.42,2.67,,,,1,"expected, quality, poor"
P000461,Nimbus Family,Electronics,Nimbus,1700.35,3.86,,,,1,"expected, quality, poor"
P000302,Zenith Together,Pet Supplies,Zenith,47.73,3.64,,,,1,"expected, quality, poor"
P000462,Harbor Who,Beauty,Harbor,142.59,4.0,,,,1,"expected, quality, poor"
P000300,Astra May,Groceries,Astra,26.88,3.0,4.0,4.0,4.0,1,"arrived, damaged"
P000265,GreenLeaf Move,Home & Kitchen,GreenLeaf,163.19,3.25,,,4.0,1,"arrived, damaged"
P000496,Willow Property,Toys,Willow,100.66,3.64,,,,1,"arrived, damaged"
P000261,Orion Indicate,Books,Orion,54.65,4.25,2.0,2.0,2.0,1,"expected, quality, poor"
P000500,NeoTech Security,Beauty,NeoTech,38.54,3.5,5.0,5.0,5.0,1,"expected, quality, poor"
P000502,Orion Student,Sports,Orion,442.12,2.67,,,,1,"arrived, damaged"
P000503,Harbor Cup,Clothing,Harbor,90.57,3.5,3.5,3.5,3.5,1,"expected, quality, poor"
P000507,Willow Beyond,Home & Kitchen,Willow,208.34,3.5,3.5,3.5,3.5,1,"expected, quality, poor"
P000509,NeoTech Throw,Electronics,NeoTech,538.42,3.82,,,,1,"expected, quality, poor"
P000254,Everest Simple,Pet Supplies,Everest,109.05,3.44,,,,1,"arrived, damaged"
P000510,Zenith Guy,Sports,Zenith,105.34,3.2,,,,1,"arrived, damaged"
P000511,Nimbus Should,Clothing,Nimbus,34.13,3.5,,,,1,"expected, quality, poor"
P000512,Nimbus Knowledge,Sports,Nimbus,101.36,4.17,,3.0,3.0,1,"expected, quality, poor"
P000250,Harbor Seek,Sports,Harbor,162.91,3.25,,,,1,"arrived, damaged"
P000515,Zenith Treatment,Toys,Zenith,21.15,3.67,5.0,5.0,5.0,1,"arrived, damaged"
P000517,Nimbus Those,Beauty,Nimbus,60.55,3.5,,,,1,"expected, quality, poor"
P000248,Solace Street,Beauty,Solace,40.54,3.71,,,,1,"arrived, damaged"
P000519,Pulse Money,Electronics,Pulse,769.71,3.56,5.0,5.0,5.0,1,"arrived, damaged"
P000241,Orion Idea,Clothing,Orion,148.45,3.25,,,,1,"expected, quality, poor"
P000522,Harbor Medical,Clothing,Harbor,17.96,4.5,,3.0,3.0,1,"expected, quality, poor"
P000238,Harbor Follow,Sports,Harbor,168.05,3.29,,,,1,"arrived, damaged"
P000237,Zenith Thus,Automotive,Zenith,191.89,3.86,,5.0,5.0,1,"arrived, damaged"
P000495,Pulse Down,Groceries,Pulse,21.2,4.0,,,,1,"expected, quality, poor"
P000493,Pulse Manage,Beauty,Pulse,113.45,3.8,4.0,4.0,4.0,1,"arrived, damaged"
P000492,Nimbus Who,Books,Nimbus,36.16,3.86,4.0,4.0,4.0,1,"expected, quality, poor"
P000285,Solace Foot,Beauty,Solace,12.79,3.38,,,,1,"expected, quality, poor"
P000465,Nimbus Professional,Toys,Nimbus,14.96,3.25,,,,1,"arrived, damaged"
P000297,Everest Deep,Automotive,Everest,902.48,3.67,3.0,3.0,3.5,1,"expected, quality, poor"
P000468,Astra Dream,Sports,Astra,36.4,2.91,,,,1,"expected, quality, poor"
P000470,Zenith Gas,Pet Supplies,Zenith,59.91,3.4,,,,1,"arrived, damaged"
P000471,NeoTech While,Sports,NeoTech,181.71,4.0,,,,1,"expected, quality, poor"
P000289,NeoTech Position,Books,NeoTech,68.32,3.4,,,2.0,1,"expected, quality, poor"
P000474,GreenLeaf Significant,Sports,GreenLeaf,283.17,2.6,2.0,2.0,2.0,1,"arrived, damaged"
P000475,Willow Also,Home & Kitchen,Willow,191.79,3.1,,3.0,3.0,1,"arrived, damaged"
P000288,Acme He,Beauty,Acme,106.67,3.83,3.67,4.0,3.8,1,"arrived, damaged"
P000477,Orion Break,Sports,Orion,55.28,3.67,,,,1,"expected, quality, poor"
P000269,Zenith Clear,Pet Supplies,Zenith,74.5,2.5,,,,1,"expected, quality, poor"
P000478,Zenith Within,Clothing,Zenith,199.79,3.45,,,,1,"arrived, damaged"
P000479,Astra Hospital,Pet Supplies,Astra,92.17,3.57,4.0,4.0,4.0,1,"arrived, damaged"
P000480,Harbor Enjoy,Pet Supplies,Harbor,60.33,3.88,2.0,2.0,2.0,1,"expected, quality, poor"
P000481,Harbor Enter,Home & Kitchen,Harbor,299.45,3.17,3.0,3.0,3.0,1,"expected, quality, poor"
P000484,Everest Almost,Beauty,Everest,104.34,4.1,,,,1,"arrived, damaged"
P000279,Zenith World,Beauty,Zenith,114.56,3.0,,,,1,"expected, quality, poor"
P000274,Acme Break,Electronics,Acme,1197.44,3.5,,,,1,"expected, quality, poor"
P000272,Nimbus Process,Electronics,Nimbus,570.1,3.5,3.0,3.0,3.0,1,"arrived, damaged"
P000271,Willow Include,Pet Supplies,Willow,117.63,2.5,,,3.0,1,"expected, quality, poor"
P000105,Acme Lead,Sports,Acme,146.49,3.6,4.0,4.0,4.0,1,"arrived, damaged"
P000180,Orion Upon,Home & Kitchen,Orion,400.2,3.6,,2.0,2.0,1,"expected, quality, poor"
P000100,Nimbus Night,Books,Nimbus,53.39,3.67,,,,1,"expected, quality, poor"
P000087,Pulse Fine,Home & Kitchen,Pulse,339.43,3.2,,,2.0,1,"expected, quality, poor"
P000018,Solace A,Home & Kitchen,Solace,47.18,4.0,3.5,3.5,3.5,1,"expected, quality, poor"
P000085,Astra Make,Automotive,Astra,462.62,3.43,,,2.0,1,"expected, quality, poor"
P000758,NeoTech Guess,Automotive,NeoTech,236.7,3.57,,,,1,"arrived, damaged"
P000693,GreenLeaf Job,Groceries,GreenLeaf,1.11,3.22,,,,1,"arrived, damaged"
P000742,Everest Read,Books,Everest,3.69,3.57,,,,1,"arrived, damaged"
P000075,Everest Look,Automotive,Everest,143.79,3.2,,,,1,"arrived, damaged"
P000074,Willow Week,Toys,Willow,40.24,3.75,,,,1,"arrived, damaged"
P000692,Acme Trip,Toys,Acme,75.81,4.0,4.0,4.0,4.0,1,"arrived, damaged"
P000011,GreenLeaf They,Pet Supplies,GreenLeaf,2.99,3.57,,4.0,4.0,1,"expected, quality, poor"
P000686,Willow Bring,Clothing,Willow,29.92,3.0,,,,1,"arrived, damaged"
P000056,Astra One,Groceries,Astra,16.78,3.75,,,,1,"expected, quality, poor"
P000055,Astra Our,Electronics,Astra,949.73,3.0,5.0,5.0,5.0,1,"expected, quality, poor"
P000009,Harbor Go,Home & Kitchen,Harbor,253.18,3.0,1.0,1.0,1.5,1,"expected, quality, poor"
P000690,NeoTech Interesting,Home & Kitchen,NeoTech,368.82,3.86,,3.0,3.0,1,"expected, quality, poor"
P000705,Zenith Form,Pet Supplies,Zenith,62.05,4.29,3.0,3.0,3.0,1,"expected, quality, poor"
P000043,Acme Significant,Clothing,Acme,148.55,4.33,,,,1,"arrived, damaged"
P000044,NeoTech Possible,Toys,NeoTech,53.51,3.5,,,,1,"expected, quality, poor"
P000090,Pulse Arm,Groceries,Pulse,3.69,3.56,,,,1,"arrived, damaged"
P000033,Pulse Officer,Toys,Pulse,44.46,3.0,,,,1,"expected, quality, poor"
P000696,Solace Glass,Automotive,Solace,110.1,3.17,,,,1,"arrived, damaged"
P000065,Astra Community,Toys,Astra,32.09,3.67,3.0,3.0,3.0,1,"arrived, damaged"
P000766,Pulse Sell,Clothing,Pulse,22.48,3.0,,,,1,"expected, quality, poor"
P000036,Orion Laugh,Sports,Orion,81.88,3.43,,,,1,"expected, quality, poor"
P000035,Everest Choose,Electronics,Everest,438.46,3.73,,,,1,"expected, quality, poor"
P000080,Acme Discuss,Pet Supplies,Acme,24.52,3.64,4.0,4.0,4.0,1,"expected, quality, poor"
P000039,NeoTech A,Clothing,NeoTech,33.41,3.71,,,5.0,1,"expected, quality, poor"
P000034,Everest Figure,Automotive,Everest,260.02,3.0,,,,1,"expected, quality, poor"
P000016,Zenith Current,Groceries,Zenith,9.53,3.17,,,1.0,1,"arrived, damaged"
P000761,Willow Perform,Pet Supplies,Willow,57.87,3.9,3.0,3.0,3.0,1,"expected, quality, poor"
P000061,Astra Fly,Automotive,Astra,369.87,3.45,,,3.0,1,"arrived, damaged"
P000762,Everest Response,Clothing,Everest,185.46,3.53,,,4.0,1,"arrived, damaged"
P000745,Nimbus Today,Electronics,Nimbus,1248.13,2.67,,,,1,"expected, quality, poor"
P000764,Harbor Much,Sports,Harbor,226.24,4.12,,,,1,"arrived, damaged"
P000715,Astra Style,Books,Astra,49.84,3.12,,1.0,1.0,1,"arrived, damaged"
P000083,Harbor Spring,Toys,Harbor,126.24,3.25,5.0,5.0,5.0,1,"arrived, damaged"
P000698,Everest Represent,Pet Supplies,Everest,48.4,3.33,3.0,3.0,3.0,1,"arrived, damaged"
P000765,Everest Show,Toys,Everest,114.03,3.4,,,,1,"expected, quality, poor"
P000697,Solace Ready,Electronics,Solace,1176.0,3.1,,,,1,"arrived, damaged"
P000744,Acme Arrive,Pet Supplies,Acme,88.68,3.56,4.0,4.0,4.0,1,"arrived, damaged"
P000740,Orion Mention,Books,Orion,73.39,3.4,,,,1,"expected, quality, poor"
P000089,Harbor Necessary,Sports,Harbor,43.43,3.33,2.0,2.0,2.0,1,"expected, quality, poor"
P000722,NeoTech Build,Clothing,NeoTech,104.02,3.88,3.0,3.0,4.0,1,"arrived, damaged"
P000725,Astra Into,Electronics,Astra,412.67,2.75,4.0,3.0,3.0,1,"arrived, damaged"
P000682,Nimbus Stage,Automotive,Nimbus,541.92,3.88,5.0,5.0,5.0,1,"expected, quality, poor"
P000751,Willow At,Books,Willow,2.72,3.91,,,5.0,1,"arrived, damaged"
P000739,Everest Shake,Beauty,Everest,70.13,3.67,,,,1,"arrived, damaged"
P000756,Solace Resource,Toys,Solace,31.72,3.83,,,,1,"expected, quality, poor"
P000737,Zenith Pm,Clothing,Zenith,92.23,4.22,5.0,5.0,5.0,1,"expected, quality, poor"
P000030,Willow Budget,Clothing,Willow,139.45,3.0,,,,1,"arrived, damaged"
P000094,Solace Ten,Sports,Solace,41.49,3.0,,5.0,4.5,1,"expected, quality, poor"
P000048,NeoTech Major,Books,NeoTech,70.33,3.7,,,5.0,1,"expected, quality, poor"
P000679,Orion Clearly,Automotive,Orion,496.78,3.78,,,,1,"arrived, damaged"
P000707,Astra Another,Toys,Astra,26.0,3.82,,,,1,"expected, quality, poor"
P000753,Harbor Town,Beauty,Harbor,6.75,2.67,,,,1,"arrived, damaged"
P000708,Nimbus Under,Beauty,Nimbus,208.74,3.43,,,,1,"expected, quality, poor"
P000755,Nimbus Affect,Books,Nimbus,39.34,2.75,,,,1,"expected, quality, poor"
P000097,Zenith Movie,Groceries,Zenith,31.94,3.67,,4.0,4.0,1,"expected, quality, poor"
P000071,Willow Approach,Clothing,Willow,138.82,3.79,,,,1,"arrived, damaged"
P000731,Pulse Treat,Electronics,Pulse,1236.42,3.82,,,3.0,1,"arrived, damaged"
P000099,GreenLeaf Effort,Groceries,GreenLeaf,24.6,4.0,,3.0,3.0,1,"expected, quality, poor"
P000028,Astra Road,Automotive,Astra,313.89,3.82,,,,1,"arrived, damaged"
P000032,Orion Itself,Clothing,Orion,265.99,3.67,4.5,4.5,3.67,1,"expected, quality, poor"
P000681,Acme Keep,Electronics,Acme,1708.2,3.43,4.0,4.0,4.0,1,"expected, quality, poor"
P000747,Willow Continue,Beauty,Willow,126.37,3.2,,,,1,"expected, quality, poor"
P000683,Orion Paper,Toys,Orion,15.22,3.0,1.0,1.0,1.0,1,"expected, quality, poor"
P000025,Zenith About,Automotive,Zenith,631.84,3.4,,4.0,4.0,1,"arrived, damaged"
P000757,Zenith Lead,Toys,Zenith,94.95,3.44,,,,1,"arrived, damaged"
P000750,Astra Leader,Beauty,Astra,44.38,3.62,,,,1,"arrived, damaged"
P000026,Pulse Such,Automotive,Pulse,742.47,3.29,,,,1,"arrived, damaged"
P000684,GreenLeaf Reveal,Groceries,GreenLeaf,26.34,3.54,4.0,4.0,4.0,1,"expected, quality, poor"
P000768,Harbor Wind,Pet Supplies,Harbor,50.78,3.9,,,,1,"expected, quality, poor"
P000045,Nimbus Wrong,Automotive,Nimbus,36.34,3.67,,,,1,"expected, quality, poor"
P000068,Acme Fire,Clothing,Acme,46.36,3.0,,,,1,"expected, quality, poor"
P000713,Harbor Other,Books,Harbor,31.39,4.22,,,5.0,1,"expected, quality, poor"
P000706,Solace Situation,Home & Kitchen,Solace,112.22,4.0,,,,1,"expected, quality, poor"
P001573,Zenith Civil,Toys,Zenith,50.66,4.0,,,,0,N/A
P001583,Orion Up,Groceries,Orion,13.54,3.57,,,,0,N/A
P001596,Pulse Eight,Beauty,Pulse,38.16,4.12,4.5,4.67,4.67,0,N/A
P000292,GreenLeaf Who,Automotive,GreenLeaf,203.3,4.0,,,,0,N/A
P000309,NeoTech Second,Groceries,NeoTech,10.7,3.6,,,,0,N/A
P000295,NeoTech What,Pet Supplies,NeoTech,84.97,4.25,,,,0,N/A
P000301,Harbor Ever,Sports,Harbor,31.57,3.14,,4.0,4.0,0,N/A
P001592,NeoTech Guy,Pet Supplies,NeoTech,44.14,4.0,,,,0,N/A
P000310,Orion Side,Clothing,Orion,67.11,3.43,,5.0,5.0,0,N/A
P000308,Harbor Score,Electronics,Harbor,930.47,4.17,,,5.0,0,N/A
P001962,Everest Reality,Groceries,Everest,26.13,3.9,1.0,1.0,1.0,0,N/A
P001968,Nimbus Before,Home & Kitchen,Nimbus,375.68,3.14,,,,0,N/A
P000307,GreenLeaf Note,Home & Kitchen,GreenLeaf,354.49,3.71,3.0,3.0,4.0,0,N/A
P000029,Solace Player,Automotive,Solace,357.87,3.14,,,,0,N/A
P001584,NeoTech Rich,Groceries,NeoTech,1.21,3.43,,,,0,N/A
P001585,Everest Several,Home & Kitchen,Everest,45.55,2.78,,,,0,N/A
P001960,Orion Owner,Electronics,Orion,738.02,3.5,,,,0,N/A
P000296,Acme Figure,Groceries,Acme,21.18,3.78,,,,0,N/A
P001580,Everest Clear,Home & Kitchen,Everest,318.51,4.11,5.0,4.0,4.0,0,N/A
P001963,Orion Give,Clothing,Orion,172.17,3.83,,4.0,4.0,0,N/A
P001589,Harbor Else,Electronics,Harbor,175.72,3.83,,,,0,N/A
P000298,Zenith Deal,Electronics,Zenith,1238.93,3.5,,4.0,4.0,0,N/A
P000299,Zenith Partner,Automotive,Zenith,291.45,4.12,,,,0,N/A
P001964,Willow Nation,Home & Kitchen,Willow,121.56,3.56,2.0,2.0,2.0,0,N/A
P000283,Everest Image,Beauty,Everest,42.47,3.25,3.0,3.0,3.0,0,N/A
P001597,Harbor Place,Books,Harbor,7.37,3.6,3.0,3.0,3.0,0,N/A
P001946,Solace Carry,Books,Solace,62.58,3.57,,,,0,N/A
P000267,Nimbus Lawyer,Automotive,Nimbus,696.74,2.33,,,,0,N/A
P001626,Nimbus Out,Groceries,Nimbus,30.12,3.43,4.0,4.0,4.0,0,N/A
P001627,Nimbus Happy,Groceries,Nimbus,11.67,3.14,,,,0,N/A
P001944,Nimbus East,Books,Nimbus,63.5,4.25,,,,0,N/A
P000264,Acme Account,Electronics,Acme,1006.47,2.75,,,,0,N/A
P000046,Pulse Project,Pet Supplies,Pulse,19.09,3.6,,2.0,2.0,0,N/A
P001942,Everest School,Toys,Everest,24.99,4.5,,5.0,5.0,0,N/A
P000260,Harbor System,Groceries,Harbor,24.11,4.0,,,,0,N/A
P000047,Acme Together,Beauty,Acme,94.71,3.86,4.5,4.5,4.5,0,N/A
P001632,GreenLeaf Indicate,Groceries,GreenLeaf,15.64,3.67,,,4.0,0,N/A
P000259,Orion Financial,Sports,Orion,166.86,3.67,2.0,2.0,2.0,0,N/A
P000256,Orion Treat,Automotive,Orion,664.92,4.4,,,,0,N/A
P001635,Nimbus South,Home & Kitchen,Nimbus,207.67,2.8,,,,0,N/A
P000255,NeoTech Well,Beauty,NeoTech,71.91,3.25,3.0,3.0,3.0,0,N/A
P000049,NeoTech Help,Home & Kitchen,NeoTech,12.72,3.5,,,,0,N/A
P001637,Harbor Tax,Automotive,Harbor,529.06,3.4,,,4.0,0,N/A
P001938,Harbor Himself,Books,Harbor,8.05,3.86,,,,0,N/A
P001937,Pulse Reveal,Beauty,Pulse,159.29,2.83,1.5,1.5,1.5,0,N/A
P000253,Harbor Reduce,Groceries,Harbor,46.4,3.86,,,,0,N/A
P001936,Nimbus Safe,Automotive,Nimbus,413.42,3.67,5.0,4.5,4.5,0,N/A
P001935,NeoTech Watch,Books,NeoTech,77.28,4.0,,,5.0,0,N/A
P001640,GreenLeaf Do,Beauty,GreenLeaf,10.87,4.5,5.0,5.0,5.0,0,N/A
P000252,NeoTech Class,Pet Supplies,NeoTech,46.59,3.6,,,,0,N/A
P000268,Willow Officer,Automotive,Willow,253.41,3.5,3.33,3.33,3.33,0,N/A
P000270,Zenith Break,Books,Zenith,44.29,3.89,,,,0,N/A
P000037,Orion Approach,Pet Supplies,Orion,44.4,3.8,,,,0,N/A
P001621,Harbor College,Home & Kitchen,Harbor,15.11,4.0,,,,0,N/A
P001598,NeoTech Administration,Automotive,NeoTech,407.98,3.0,,2.0,2.0,0,N/A
P000286,Zenith Church,Pet Supplies,Zenith,39.15,4.11,,,,0,N/A
P001954,Astra Kitchen,Toys,Astra,26.54,3.67,4.0,4.0,4.0,0,N/A
P001602,Everest Take,Clothing,Everest,260.17,4.0,,,,0,N/A
P000284,Zenith Then,Beauty,Zenith,7.78,3.67,,,,0,N/A
P001604,Harbor Coach,Home & Kitchen,Harbor,104.38,3.86,,,,0,N/A
P001953,Orion International,Electronics,Orion,955.5,3.85,,,,0,N/A
P001570,Willow Few,Beauty,Willow,130.56,3.8,,,3.0,0,N/A
P001606,GreenLeaf Stage,Electronics,GreenLeaf,1097.96,3.17,2.5,2.5,2.5,0,N/A
P001952,GreenLeaf Action,Beauty,GreenLeaf,118.9,3.67,4.0,4.0,4.0,0,N/A
P000041,Harbor Recent,Books,Harbor,94.35,3.27,3.0,3.0,3.25,0,N/A
P000282,Solace Represent,Beauty,Solace,154.03,2.83,,,,0,N/A
P001608,Orion Whatever,Books,Orion,96.75,4.5,,,5.0,0,N/A
P000281,Acme Stuff,Groceries,Acme,28.99,3.67,,,,0,N/A
P000042,NeoTech Power,Toys,NeoTech,36.95,3.67,,,,0,N/A
P000278,Astra Goal,Beauty,Astra,37.69,3.71,,,,0,N/A
P000277,Orion Their,Beauty,Orion,43.39,4.0,,,,0,N/A
P001613,Zenith Lawyer,Automotive,Zenith,734.26,3.56,,,,0,N/A
P000275,Everest Customer,Toys,Everest,36.36,5.0,,,5.0,0,N/A
P001949,Astra Make,Books,Astra,19.54,3.0,,,3.0,0,N/A
P001616,GreenLeaf Draw,Books,GreenLeaf,167.4,3.67,,,,0,N/A
P001617,Astra Plant,Automotive,Astra,788.84,3.56,2.0,2.0,2.0,0,N/A
P001618,Acme Drug,Pet Supplies,Acme,43.35,3.75,5.0,5.0,5.0,0,N/A
P000311,Pulse Money,Beauty,Pulse,110.72,3.43,4.0,4.0,4.0,0,N/A
P000322,Astra Explain,Groceries,Astra,32.16,3.82,,,,0,N/A
P001569,Everest Develop,Clothing,Everest,51.05,3.43,,,3.0,0,N/A
P001990,Zenith Page,Home & Kitchen,Zenith,431.12,4.62,,,4.0,0,N/A
P000357,Astra Hundred,Electronics,Astra,1423.47,3.55,2.0,2.0,2.0,0,N/A
P001494,NeoTech Often,Books,NeoTech,18.45,2.71,,,4.0,0,N/A
P001992,Astra Particularly,Electronics,Astra,1166.24,3.6,,,,0,N/A
P000354,Pulse Letter,Electronics,Pulse,1387.39,3.67,,,,0,N/A
P001497,Harbor Power,Electronics,Harbor,944.56,3.0,,,4.0,0,N/A
P001498,Acme Take,Clothing,Acme,207.25,3.57,,,,0,N/A
P000353,Zenith Thought,Toys,Zenith,83.19,3.45,2.0,2.0,2.0,0,N/A
P001500,Nimbus Agree,Automotive,Nimbus,746.51,4.43,5.0,5.0,5.0,0,N/A
P000352,Everest Daughter,Toys,Everest,112.71,3.67,,,,0,N/A
P000008,Everest Friend,Clothing,Everest,33.86,3.78,,,3.0,0,N/A
P000351,Willow Event,Toys,Willow,84.8,3.33,5.0,5.0,5.0,0,N/A
P001503,NeoTech Interesting,Automotive,NeoTech,126.6,3.71,,,,0,N/A
P001994,GreenLeaf Concern,Beauty,GreenLeaf,57.21,4.0,,,,0,N/A
P000350,Harbor Financial,Sports,Harbor,241.98,4.0,2.0,2.0,3.33,0,N/A
P001505,NeoTech Score,Clothing,NeoTech,142.27,3.46,2.0,3.5,3.5,0,N/A
P001506,Nimbus Support,Home & Kitchen,Nimbus,186.05,3.2,3.0,3.0,3.0,0,N/A
P000349,Zenith Need,Electronics,Zenith,474.22,4.0,4.0,4.0,4.0,0,N/A
P001508,Pulse Ok,Electronics,Pulse,1016.69,2.75,,2.0,2.0,0,N/A
